selling_price,engine_CC,max_power_BHP,torque_Nm,age,bhp_engineCC_ratio,bhp_torque_rpm,price_to_km,fuel_Diesel,fuel_Petrol,seller_type_Dealer,seller_type_Individual,transmission_Automatic,transmission_Manual
0.04212647521299146,0.2093959731543624,0.185,0.23984771573604058,0.16216216216216217,0.05929487179487179,0.16095,0.0012645717286753426,1,0,0,1,0,1
0.03410240380116312,0.2932885906040268,0.2588,0.315989847715736,0.16216216216216217,0.06910547396528705,0.1801248,0.0012604626286936756,1,0,0,1,0,1
0.012838614559818003,0.2929530201342282,0.195,0.2009473519032796,0.3783783783783784,0.052104208416833664,0.11054819690108884,0.0004104979657326228,0,1,0,1,0,1
0.019558774367224238,0.25906040268456376,0.225,0.2009473519032796,0.2702702702702703,0.06446991404011461,0.1423636363636364,0.0006901213160629289,1,0,0,1,0,1
0.01003018956567808,0.22617449664429531,0.2205,0.2009473519032796,0.35135135135135137,0.0679506933744222,0.12500449957276968,0.00039082765075544856,0,1,0,1,0,1
0.04112346628651292,0.19228187919463088,0.20465,0.2009473519032796,0.08108108108108109,0.0683876357560568,0.08902275000000001,0.0041713241520702415,0,1,0,1,0,1
0.001504613690610463,0.057718120805369116,0.0925,0.07360406091370557,0.5135135135135136,0.04648241206030151,0.06438,0.0038331327717609307,0,1,0,1,0,1
0.03209638594820603,0.2483221476510067,0.16774999999999998,0.2144670050761421,0.24324324324324326,0.04919354838709677,0.12161875000000001,0.0016107322725854613,1,0,0,1,0,1
0.017051252051027883,0.2600671140939598,0.17024999999999998,0.2017766497461929,0.1891891891891892,0.04867762687634024,0.1481175,0.0004343522810615285,1,0,0,1,0,1
0.047141519845384186,0.2808724832214765,0.271125,0.3134517766497462,0.16216216216216217,0.0742299794661191,0.20967000000000005,0.0031169627899294496,1,0,0,1,0,1
0.006218755645059616,0.12382550335570472,0.15,0.09771573604060912,0.4054054054054055,0.06042296072507553,0.05800000000000001,0.0003198074608904934,0,1,0,1,0,1
0.02507532346285623,0.2093959731543624,0.18475000000000003,0.23984771573604058,0.2972972972972973,0.059214743589743594,0.16073250000000003,0.000789410348977136,1,0,0,1,0,1
0.017051252051027883,0.28157405253594103,0.22966183226837056,0.2009473519032796,0.35135135135135137,0.06278813362649621,0.13019846899624957,0.0010068190934616928,0,1,0,1,0,1
0.015045234198070797,0.14664429530201342,0.1675,0.10532994923857866,0.2972972972972973,0.06314797360980208,0.08327142857142858,0.000789410348977136,0,1,0,1,0,1
0.03711143058059875,0.19261744966442954,0.20500000000000002,0.1446700507614213,0.10810810810810811,0.06844741235392321,0.09908333333333336,0.004267950260730044,0,1,0,1,0,1
0.07502516800148767,0.2093959731543624,0.22125,0.25253807106598986,0.10810810810810811,0.07091346153846154,0.21998571428571434,0.004752461177009913,1,0,0,1,0,1
0.047141519845384186,0.25906040268456376,0.225,0.2009473519032796,0.21621621621621623,0.06446991404011461,0.1423636363636364,0.004021827153766395,1,0,0,1,0,1
0.012036207418635167,0.057718120805369116,0.11574999999999999,0.07741116751269035,0.4864864864864865,0.05816582914572864,0.067135,0.0007350581628559968,0,1,0,1,0,1
0.06519568052199796,0.25906040268456376,0.22182500000000002,0.007614213197969542,0.10810810810810811,0.06356017191977077,0.1403547272727273,0.0028765342960288807,1,0,0,1,0,1
0.014443428842183671,0.2808724832214765,0.16024999999999998,0.2017766497461929,0.24324324324324326,0.04387405886379192,0.1394175,0.0006763578018451665,1,0,0,1,0,1
0.09227692153691862,0.2932885906040268,0.2465,0.25253807106598986,0.08108108108108109,0.06582109479305741,0.2450914285714286,0.008181307661452066,1,0,0,1,0,1
0.049649042161580545,0.2093959731543624,0.185,0.23984771573604058,0.13513513513513514,0.05929487179487179,0.16095,0.005626754913758524,1,0,0,1,0,1
0.057171609110169615,0.2093959731543624,0.222,0.25253807106598986,0.21621621621621623,0.07115384615384615,0.22073142857142858,0.003543254445781522,1,0,0,1,0,1
0.047141519845384186,0.1929530201342282,0.20952500000000002,0.14340101522842638,0.05405405405405406,0.06989991659716431,0.10416385714285716,0.006131453784883388,0,1,0,1,0,1
0.054664086793973256,0.19228187919463088,0.20775,0.1446700507614213,0.10810810810810811,0.06942355889724311,0.09037125,0.005475776618977582,0,1,0,1,0,1
0.024573818999616956,0.057718120805369116,0.11825,0.08629441624365482,0.08108108108108109,0.059422110552763814,0.058787142857142864,0.004190304280556988,0,1,0,1,0,1
0.027081341315813315,0.2093959731543624,0.1845,0.005076142131979695,0.1891891891891892,0.05913461538461538,0.1834457142857143,0.0017832788951922525,1,0,0,1,0,1
0.01905726990398497,0.14664429530201342,0.1675,0.10532994923857866,0.2972972972972973,0.06314797360980208,0.08327142857142858,0.0007169407674822837,0,1,0,1,0,1
0.02256770084576722,0.057718120805369116,0.0855,0.07360406091370557,0.05405405405405406,0.04296482412060302,0.05950800000000001,0.004354896365824309,0,1,0,1,0,1
0.06419267159551942,0.2093959731543624,0.22125,0.25253807106598986,0.08108108108108109,0.07091346153846154,0.21998571428571434,0.00408159990831471,1,0,0,1,0,1
0.004012136006806821,0.28157405253594103,0.22966183226837056,0.2009473519032796,0.45945945945945943,0.06278813362649621,0.13019846899624957,0.0005285198555956679,0,1,0,1,0,1
0.012036207418635167,0.057718120805369116,0.08750000000000001,0.2009473519032796,0.21621621621621623,0.04396984924623116,0.05075000000000001,0.0017832788951922525,0,1,0,1,0,1
0.07021072515439067,0.19228187919463088,0.204575,0.007614213197969542,0.05405405405405406,0.06836257309941521,0.088990125,0.13284136957013978,0,1,0,1,0,1
0.062186653742562326,0.2093959731543624,0.22125,0.25253807106598986,0.08108108108108109,0.07091346153846154,0.21998571428571434,0.017366156101281116,1,0,0,1,0,1
0.0337012002305717,0.12550335570469798,0.16774999999999998,0.11294416243654821,0.02702702702702703,0.06723446893787574,0.08339571428571428,0.010529322101885277,0,1,0,1,0,1
0.11223679917384163,0.324496644295302,0.30325,0.19035532994923857,0.02702702702702703,0.07624135763670647,0.10879484536082476,0.0998408343361412,0,1,0,1,0,1
0.012036207418635167,0.19261744966442954,0.1675,0.13071065989847713,0.10810810810810811,0.055926544240400666,0.07286250000000001,0.0014726949745000285,0,1,0,1,0,1
0.03961895289679511,0.5218120805369127,0.345075,0.40482233502538073,0.24324324324324326,0.06334557136301056,0.2223816666666667,0.0029997325845701295,1,0,0,1,0,1
0.012036207418635167,0.057718120805369116,0.0925,0.07360406091370557,0.21621621621621623,0.04648241206030151,0.06438,0.0007779677834779487,0,1,0,1,0,1
0.20762294808195111,0.24966442953020132,0.40192500000000003,0.315989847715736,0.02702702702702703,0.11752192982456142,0.27973980000000004,0.18254312073806658,0,1,0,1,1,0
0.08976939922072226,0.2929530201342282,0.29325,0.18274111675126903,0.05405405405405406,0.0783567134268537,0.11092500000000001,0.01383694413562126,0,1,1,0,0,1
0.03961895289679511,0.2929530201342282,0.29075,0.18401015228426393,0.1891891891891892,0.07768871075484302,0.10539687500000001,0.0020611129470745203,0,1,1,0,0,1
0.06469417605875868,0.19228187919463088,0.20785,0.1446700507614213,0.05405405405405406,0.06945697577276524,0.09041475000000002,0.01251641936477932,0,1,1,0,1,0
0.07923770519180491,0.2093959731543624,0.22125,0.25253807106598986,0.05405405405405406,0.07091346153846154,0.21998571428571434,0.010856889056228605,1,0,1,0,0,1
0.036108421654120204,0.12550335570469798,0.167625,0.11294416243654821,0.05405405405405406,0.06718436873747495,0.08333357142857142,0.016383738545597576,0,1,1,0,0,1
0.1474424124932385,0.7912751677852348,0.42125,0.43401015228426393,0.16216216216216217,0.05650570087189805,0.21558088235294123,0.008390245935372288,1,0,1,0,0,1
0.06720169837495504,0.6275167785234899,0.25,0.25253807106598986,0.1891891891891892,0.040096230954290296,0.12794117647058825,0.002994242464759914,1,0,1,0,0,1
0.14242736786084578,0.5097315436241611,0.30175,0.25253807106598986,0.16216216216216217,0.05632291180587961,0.13126125000000002,0.022599104831658137,1,0,1,0,1,0
0.03961895289679511,0.2932885906040268,0.246575,0.25253807106598986,0.13513513513513514,0.0658411214953271,0.24516600000000005,0.0036305671945705002,1,0,1,0,0,1
0.10631904650761824,0.6218120805369127,0.4389,0.5063451776649746,0.1891891891891892,0.07087605974969721,0.30547440000000003,0.0030585241324715827,1,0,1,0,0,1
0.057171609110169615,0.2932885906040268,0.2465,0.25253807106598986,0.13513513513513514,0.06582109479305741,0.2450914285714286,0.004689254226275985,1,0,1,0,0,1
0.0822468322721332,0.2812080536912751,0.258125,0.17385786802030456,0.05405405405405406,0.07062243502051983,0.10207670454545456,0.005694695146409948,0,1,1,0,0,1
0.049649042161580545,0.2932885906040268,0.2465,0.25253807106598986,0.13513513513513514,0.06582109479305741,0.2450914285714286,0.003543254445781522,1,0,1,0,0,1
0.16248754639041665,0.7151006711409396,0.42875,0.45558375634517767,0.10810810810810811,0.062250453720508164,0.21941911764705885,0.005538012307601457,1,0,1,0,1,0
0.09227692153691862,0.6275167785234899,0.2515,0.25253807106598986,0.10810810810810811,0.04033680834001604,0.12155833333333334,0.004092266426803129,1,0,1,0,0,1
0.17251763565520206,0.45100671140939597,0.435825,0.4809644670050761,0.1891891891891892,0.08858231707317074,0.30333420000000005,0.022366105922541818,1,0,1,0,1,0
0.15646949283154538,0.39395973154362407,0.345075,0.2182741116751269,0.05405405405405406,0.0767686318131257,0.15010762500000002,0.027574167669474528,0,1,1,0,1,0
0.16649948179543816,0.45100671140939597,0.46935000000000004,0.5063451776649746,0.1891891891891892,0.09539634146341464,0.272223,0.014616597801845165,1,0,1,0,1,0
0.13991984554464942,0.5097315436241611,0.425,0.5063451776649746,0.1891891891891892,0.07932804479701354,0.2641071428571429,0.010421723197835294,1,0,1,0,1,0
